SEQ_NAME	START	END	STRAND	FEATURE_NAME	TXN_START	TXN_END	EXON_COUNT	EXON_STARTS	EXON_ENDS
chr0E	400295	400354	+	CAGL0E04136g	400295	400354	1	400295	400354
chr0I	286423	286482	+	CAGL0I03344g	286423	286482	1	286423	286482
chr0K	623156	623215	+	CAGL0K06325g, CAGL0K06347g	623156	623215	1	623156	623215
chr0K	242782	242841	+	CAGL0K02673g	242782	242841	1	242782	242841
chr0J	1009454	1009513	+	CAGL0J10340g	1009454	1009513	1	1009454	1009513
chr0E	250712	250771	+	CAGL0E02629g	250712	250771	1	250712	250771
chr0M	1162638	1162697	+	CAGL0M11682g, CAGL0M11704g	1162638	1162697	1	1162638	1162697
chr0G	402972	403031	+	CAGL0G04235r, CAGL0G04279g	402972	403031	1	402972	403031
chr0H	139163	139222	+	CAGL0H01419g	139163	139222	1	139163	139222
chr0B	175061	175120	+	CAGL0B01881g, CAGL0B01903g	175061	175120	1	175061	175120
chr0H	578679	578738	+	CAGL0H05885g	578679	578738	1	578679	578738
chr0J	1101254	1101313	+	CAGL0J11330g, CAGL0J11352g	1101254	1101313	1	1101254	1101313
chr0F	622841	622900	+	CAGL0F06325g	622841	622900	1	622841	622900
chr0K	622608	622667	+	CAGL0K06325g, CAGL0K06347g	622608	622667	1	622608	622667
chr0F	448110	448169	+	CAGL0F04477g, CAGL0F04499g	448110	448169	1	448110	448169
chr0J	638368	638427	+	CAGL0J06688g	638368	638427	1	638368	638427
chr0I	411870	411929	+	CAGL0I04598g, CAGL0I04620g	411870	411929	1	411870	411929
chr0H	877527	877586	+	CAGL0H08976g, CAGL0H08998g	877527	877586	1	877527	877586
chr0E	289409	289468	+	CAGL0E03113g	289409	289468	1	289409	289468
chr0L	990762	990821	+	CAGL0L09130g	990762	990821	1	990762	990821
chr0I	958509	958568	+	CAGL0I10076r, CAGL0I10098g	958509	958568	1	958509	958568
chr0G	147780	147839	+	CAGL0G01584g	147780	147839	1	147780	147839
chr0M	698193	698252	+	CAGL0M06853g	698193	698252	1	698193	698252
chr0D	46251	46310	+	CAGL0D00374g, CAGL0D00396g	46251	46310	1	46251	46310
chr0J	811936	811995	+	CAGL0J08206g	811936	811995	1	811936	811995
chr0D	537811	537870	+	CAGL0D05654g	537811	537870	1	537811	537870
chr0C	194314	194373	+	CAGL0C01859g	194314	194373	1	194314	194373
chr0F	400367	400426	+	CAGL0F04037g, CAGL0F04059g	400367	400426	1	400367	400426
chr0F	150352	150411	+	CAGL0F01463g	150352	150411	1	150352	150411
chr0C	443410	443469	+	CAGL0C04719g, CAGL0C04741g	443410	443469	1	443410	443469
chr0C	71343	71402	+	CAGL0C00671g	71343	71402	1	71343	71402
chr0D	55102	55161	+	CAGL0D00440g, CAGL0D00462g	55102	55161	1	55102	55161
chr0K	340046	340105	+	CAGL0K03707g	340046	340105	1	340046	340105
chr0C	450067	450126	+	CAGL0C04785g, CAGL0C04807g	450067	450126	1	450067	450126
chr0I	475203	475262	+	CAGL0I05082g	475203	475262	1	475203	475262
chr0M	1117713	1117772	+	CAGL0M11374g	1117713	1117772	1	1117713	1117772
chr0A	272985	273044	+	CAGL0A02574g	272985	273044	1	272985	273044
chr0G	947529	947588	+	CAGL0G09911g	947529	947588	1	947529	947588
chr0M	659537	659596	+	CAGL0M06325g, CAGL0M06347g	659537	659596	1	659537	659596
chr0G	578020	578079	+	CAGL0G05984g, CAGL0G06006g	578020	578079	1	578020	578079
chr0K	804861	804920	+	CAGL0K08096g	804861	804920	1	804861	804920
chr0J	971948	972007	+	CAGL0J09922g	971948	972007	1	971948	972007
chr0D	221016	221075	+	CAGL0D02134g, CAGL0D02156g	221016	221075	1	221016	221075
chr0I	762176	762235	+	CAGL0I07887g	762176	762235	1	762176	762235
chr0I	334742	334801	+	CAGL0I03828g, CAGL0I03850g	334742	334801	1	334742	334801
chr0M	555445	555504	+	CAGL0M05137g	555445	555504	1	555445	555504
chr0G	710209	710268	+	CAGL0G07469g	710209	710268	1	710209	710268
chr0G	742678	742737	+	CAGL0G07799g	742678	742737	1	742678	742737
chr0K	631395	631454	+	CAGL0K06435g	631395	631454	1	631395	631454
chr0G	18843	18902	+	CAGL0G00220g	18843	18902	1	18843	18902
chr0E	250872	250931	+	CAGL0E02629g	250872	250931	1	250872	250931
chr0L	155771	155830	+	CAGL0L01397g, CAGL0L01419g	155771	155830	1	155771	155830
chr0A	91000	91059	+	CAGL0A00891g	91000	91059	1	91000	91059
chr0D	14039	14098	+	CAGL0D00132g, CAGL0D00154g	14039	14098	1	14039	14098
chr0D	17352	17411	+	CAGL0D00154g	17352	17411	1	17352	17411
chr0J	408312	408371	+	CAGL0J04312g, CAGL0J04334g	408312	408371	1	408312	408371
chr0K	978208	978267	+	CAGL0K10010g	978208	978267	1	978208	978267
chr0G	893193	893252	+	CAGL0G09339g, CAGL0G09361g	893193	893252	1	893193	893252
chr0F	424740	424799	+	CAGL0F04279g	424740	424799	1	424740	424799
chr0F	669136	669195	+	CAGL0F06831g	669136	669195	1	669136	669195
chr0L	643499	643558	+	CAGL0L05808g, CAGL0L05830g	643499	643558	1	643499	643558
chr0B	391811	391870	+	CAGL0B03971g	391811	391870	1	391811	391870
chr0B	39678	39737	+	CAGL0B00506g	39678	39737	1	39678	39737
chr0G	153481	153540	+	CAGL0G01672g	153481	153540	1	153481	153540
chr0L	1272343	1272402	+	CAGL0L11858g, CAGL0L11880g	1272343	1272402	1	1272343	1272402
chr0L	160643	160702	+	CAGL0L01441g	160643	160702	1	160643	160702
chr0M	930066	930125	+	CAGL0M09361g	930066	930125	1	930066	930125
chr0L	157456	157515	+	CAGL0L01419g	157456	157515	1	157456	157515
chr0K	529648	529707	+	CAGL0K05379g, CAGL0K05401g	529648	529707	1	529648	529707
chr0K	399906	399965	+	CAGL0K04279g, CAGL0K04301g	399906	399965	1	399906	399965
chr0L	321777	321836	+	CAGL0L02761g	321777	321836	1	321777	321836
chr0M	876912	876971	+	CAGL0M08778g, CAGL0M08800g	876912	876971	1	876912	876971
chr0D	364537	364596	+	CAGL0D03608g	364537	364596	1	364537	364596
chr0L	1246115	1246174	+	CAGL0L11660g	1246115	1246174	1	1246115	1246174
chr0C	371120	371179	+	CAGL0C03740g	371120	371179	1	371120	371179
chr0L	989627	989686	+	CAGL0L09108g	989627	989686	1	989627	989686
chr0A	42329	42388	+	CAGL0A00407g, CAGL0A00429g	42329	42388	1	42329	42388
chr0I	1052452	1052511	+	CAGL0I10747g	1052452	1052511	1	1052452	1052511
chr0L	99272	99331	+	CAGL0L00803g	99272	99331	1	99272	99331
chr0D	230861	230920	+	CAGL0D02244g	230861	230920	1	230861	230920
chr0G	805312	805371	+	CAGL0G08558g	805312	805371	1	805312	805371
chr0J	357087	357146	+	CAGL0J03740g, CAGL0J03762g	357087	357146	1	357087	357146
chr0E	64984	65043	+	CAGL0E00693g	64984	65043	1	64984	65043
chr0F	165171	165230	+	CAGL0F01639g	165171	165230	1	165171	165230
chr0E	615472	615531	+	CAGL0E06138g	615472	615531	1	615472	615531
chr0K	495147	495206	+	CAGL0K05093g	495147	495206	1	495147	495206
chr0C	497615	497674	+	CAGL0C05203g	497615	497674	1	497615	497674
chr0F	683941	684000	+	CAGL0F06963g	683941	684000	1	683941	684000
chr0D	92566	92625	+	CAGL0D00704g	92566	92625	1	92566	92625
chr0A	288293	288352	+	CAGL0A02750g	288293	288352	1	288293	288352
chr0F	843820	843879	+	CAGL0F08459g	843820	843879	1	843820	843879
chr0M	922090	922149	+	CAGL0M09207g	922090	922149	1	922090	922149
chr0A	173019	173078	+	CAGL0A01782g, CAGL0A01804g	173019	173078	1	173019	173078
chr0H	901352	901411	+	CAGL0H09174g	901352	901411	1	901352	901411
chr0F	723520	723579	+	CAGL0F07425g	723520	723579	1	723520	723579
chr0L	143422	143481	+	CAGL0L01243g, CAGL0L01265g	143422	143481	1	143422	143481
chr0J	843435	843494	+	CAGL0J08481g	843435	843494	1	843435	843494
chr0C	282043	282102	+	CAGL0C02805g, CAGL0C02827g	282043	282102	1	282043	282102
chr0G	254195	254254	+	CAGL0G02739g	254195	254254	1	254195	254254
chr0M	1107904	1107963	+	CAGL0M11264g	1107904	1107963	1	1107904	1107963
chr0B	190159	190218	+	CAGL0B02035g, CAGL0B02057g	190159	190218	1	190159	190218
chr0A	182450	182509	+	CAGL0A01826g, CAGL0A01848g	182450	182509	1	182450	182509
chr0L	651837	651896	+	CAGL0L05852g	651837	651896	1	651837	651896
chr0E	413032	413091	+	CAGL0E04312g	413032	413091	1	413032	413091
chr0G	699489	699548	+	CAGL0G07381g	699489	699548	1	699489	699548
chr0G	397039	397098	+	CAGL0G04147g, CAGL0G04169g	397039	397098	1	397039	397098
chr0M	1061092	1061151	+	CAGL0M10549g	1061092	1061151	1	1061092	1061151
chr0J	302480	302539	+	CAGL0J03146g	302480	302539	1	302480	302539
chr0J	698738	698797	+	CAGL0J07260g	698738	698797	1	698738	698797
chr0H	467201	467260	+	CAGL0H04873g, CAGL0H04895g	467201	467260	1	467201	467260
chr0H	565404	565463	+	CAGL0H05687g, CAGL0H05709g	565404	565463	1	565404	565463
chr0M	57817	57876	+	CAGL0M00462g	57817	57876	1	57817	57876
chr0M	819529	819588	+	CAGL0M08228g	819529	819588	1	819529	819588
chr0J	700479	700538	+	CAGL0J07260g, CAGL0J07282g	700479	700538	1	700479	700538
chr0C	276363	276422	+	CAGL0C02717g, CAGL0C02739g	276363	276422	1	276363	276422
chr0B	433165	433224	+	CAGL0B04433g	433165	433224	1	433165	433224
chr0I	399262	399321	+	CAGL0I04466g	399262	399321	1	399262	399321
chr0L	411862	411921	+	CAGL0L03586g, CAGL0L03608g	411862	411921	1	411862	411921
chr0J	163610	163669	+	CAGL0J01727g, CAGL0J01749r	163610	163669	1	163610	163669
chr0M	1246808	1246867	+	CAGL0M12573g	1246808	1246867	1	1246808	1246867
chr0J	210496	210555	+	CAGL0J02134g	210496	210555	1	210496	210555
chr0H	698314	698373	+	CAGL0H07051g	698314	698373	1	698314	698373
chr0L	218868	218927	+	CAGL0L01903g	218868	218927	1	218868	218927
chr0I	669734	669793	+	CAGL0I06941g	669734	669793	1	669734	669793
chr0K	658298	658357	+	CAGL0K06743g, CAGL0K06765g	658298	658357	1	658298	658357
chr0H	5136	5195	+	CAGL0H00154g	5136	5195	1	5136	5195
chr0L	690195	690254	+	CAGL0L06072g, CAGL0L06094g	690195	690254	1	690195	690254
chr0L	856289	856348	+	CAGL0L07788g	856289	856348	1	856289	856348
chr0J	379917	379976	+	CAGL0J04026g	379917	379976	1	379917	379976
chr0I	366090	366149	+	CAGL0I04136g, CAGL0I04158r	366090	366149	1	366090	366149
chr0B	74367	74426	+	CAGL0B00814g	74367	74426	1	74367	74426
chr0H	10064	10123	+	CAGL0H00198g, CAGL0H00220g	10064	10123	1	10064	10123
chr0K	207036	207095	+	CAGL0K02299g, CAGL0K02321g	207036	207095	1	207036	207095
chr0J	376558	376617	+	CAGL0J04004g, CAGL0J04026g	376558	376617	1	376558	376617
chr0H	658649	658708	+	CAGL0H06611g, CAGL0H06633g	658649	658708	1	658649	658708
chr0G	186767	186826	+	CAGL0G02123g	186767	186826	1	186767	186826
chr0J	436686	436745	+	CAGL0J04620g	436686	436745	1	436686	436745
chr0J	474985	475044	+	CAGL0J04994g	474985	475044	1	474985	475044
chr0H	3084	3143	+	CAGL0H00110g	3084	3143	1	3084	3143
chr0G	625417	625476	+	CAGL0G06468gIPF_15324.1-15325.1	625417	625476	1	625417	625476
chr0J	291495	291554	+	CAGL0J03058g	291495	291554	1	291495	291554
chr0J	30286	30345	+	CAGL0J00385g	30286	30345	1	30286	30345
chr0I	323583	323642	+	CAGL0I03762g	323583	323642	1	323583	323642
chr0H	630807	630866	+	CAGL0H06391g	630807	630866	1	630807	630866
chr0L	118871	118930	+	CAGL0L01045g, CAGL0L01067g	118871	118930	1	118871	118930
chr0J	798856	798915	+	CAGL0J08140g	798856	798915	1	798856	798915
chr0M	1105272	1105331	+	CAGL0M11220g, CAGL0M11242g	1105272	1105331	1	1105272	1105331
chr0K	1116543	1116602	+	CAGL0K11528g	1116543	1116602	1	1116543	1116602
chr0G	843249	843308	+	CAGL0G08822g	843249	843308	1	843249	843308
chr0L	1194453	1194512	+	CAGL0L11198g, CAGL0L11220g	1194453	1194512	1	1194453	1194512
chr0G	597373	597432	+	CAGL0G06248g	597373	597432	1	597373	597432
chr0A	111131	111190	+	CAGL0A01089g, CAGL0A01111g	111131	111190	1	111131	111190
chr0M	278710	278769	+	CAGL0M02343g	278710	278769	1	278710	278769
chr0M	379636	379695	+	CAGL0M03311g, CAGL0M03333g	379636	379695	1	379636	379695
chr0A	222684	222743	+	CAGL0A02189g	222684	222743	1	222684	222743
chr0M	569272	569331	+	CAGL0M05335g	569272	569331	1	569272	569331
chr0A	3281	3340	+	CAGL0A00121g	3281	3340	1	3281	3340
chr0G	485176	485235	+	CAGL0G05093g, CAGL0G05115g	485176	485235	1	485176	485235
chr0L	576993	577052	+	CAGL0L05104g	576993	577052	1	576993	577052
chr0E	508404	508463	+	CAGL0E05214g	508404	508463	1	508404	508463
chr0F	181874	181933	+	CAGL0F01837g	181874	181933	1	181874	181933
chr0M	290895	290954	+	CAGL0M02519g	290895	290954	1	290895	290954
chr0M	1176674	1176733	+	CAGL0M11836g	1176674	1176733	1	1176674	1176733
chr0F	233536	233595	+	CAGL0F02409r, CAGL0F02431g	233536	233595	1	233536	233595
chr0M	763474	763533	+	CAGL0M07612g, CAGL0M07634g	763474	763533	1	763474	763533
chr0H	430525	430584	+	CAGL0H04543g	430525	430584	1	430525	430584
chr0E	58120	58179	+	CAGL0E00627g	58120	58179	1	58120	58179
chr0J	250696	250755	+	CAGL0J02530g, CAGL0J02552g	250696	250755	1	250696	250755
chr0F	494198	494257	+	CAGL0F04873g, CAGL0F04895g	494198	494257	1	494198	494257
chr0H	985200	985259	+	CAGL0H10098g	985200	985259	1	985200	985259
chr0B	70384	70443	+	CAGL0B00770g, CAGL0B00792g	70384	70443	1	70384	70443
chr0I	44138	44197	+	CAGL0I00572g, CAGL0I00594g	44138	44197	1	44138	44197
chr0M	331539	331598	+	CAGL0M02937g	331539	331598	1	331539	331598
chr0L	1165292	1165351	+	CAGL0L10912g	1165292	1165351	1	1165292	1165351
chr0J	196013	196072	+	CAGL0J01980g	196013	196072	1	196013	196072
chr0D	280199	280258	+	CAGL0D02662g, CAGL0D02684g	280199	280258	1	280199	280258
chr0K	449965	450024	+	CAGL0K04653g, CAGL0K04675g	449965	450024	1	449965	450024
chr0H	441355	441414	+	CAGL0H04609g	441355	441414	1	441355	441414
chr0M	493834	493893	+	CAGL0M04477g, CAGL0M04499g	493834	493893	1	493834	493893
chr0K	186192	186251	+	CAGL0K02101g	186192	186251	1	186192	186251
chr0L	926842	926901	+	CAGL0L08448g	926842	926901	1	926842	926901
chr0F	778855	778914	+	CAGL0F07909g	778855	778914	1	778855	778914
chr0K	387234	387293	+	CAGL0K04191g	387234	387293	1	387234	387293
chr0F	559520	559579	+	CAGL0F05555g, CAGL0F05577g	559520	559579	1	559520	559579
chr0L	1243135	1243194	+	CAGL0L11638g, CAGL0L11660g	1243135	1243194	1	1243135	1243194
chr0K	1173555	1173614	+	CAGL0K12078g, CAGL0K12100g	1173555	1173614	1	1173555	1173614
chr0J	599835	599894	+	CAGL0J06314g	599835	599894	1	599835	599894
chr0K	854276	854335	+	CAGL0K08514g	854276	854335	1	854276	854335
chr0L	1217661	1217720	+	CAGL0L11440g	1217661	1217720	1	1217661	1217720
chr0K	533878	533937	+	CAGL0K05445g	533878	533937	1	533878	533937
chr0J	932612	932671	+	CAGL0J09526g	932612	932671	1	932612	932671
chr0H	24091	24150	+	CAGL0H00330g	24091	24150	1	24091	24150
chr0J	826462	826521	+	CAGL0J08327g, CAGL0J08349g	826462	826521	1	826462	826521
chr0L	1398075	1398134	+	CAGL0L13090g, CAGL0L13112g	1398075	1398134	1	1398075	1398134
chr0G	624239	624298	+	CAGL0G06468g	624239	624298	1	624239	624298
chr0D	129468	129527	+	CAGL0D01100g	129468	129527	1	129468	129527
chr0L	1228287	1228346	+	CAGL0L11528g	1228287	1228346	1	1228287	1228346
chr0F	354796	354855	+	CAGL0F03641g	354796	354855	1	354796	354855
chr0J	711685	711744	+	CAGL0J07370g	711685	711744	1	711685	711744
chr0L	211891	211950	+	CAGL0L01837g, CAGL0L01859g	211891	211950	1	211891	211950
chr0K	84506	84565	+	CAGL0K00781g	84506	84565	1	84506	84565
chr0G	602496	602555	+	CAGL0G06292g	602496	602555	1	602496	602555
chr0K	564012	564071	+	CAGL0K05731g, CAGL0K05753g	564012	564071	1	564012	564071
chr0H	142491	142550	+	CAGL0H01463g	142491	142550	1	142491	142550
chr0L	1383821	1383880	+	CAGL0L12958g	1383821	1383880	1	1383821	1383880
chr0M	415155	415214	+	CAGL0M03707g	415155	415214	1	415155	415214
chr0K	228010	228069	+	CAGL0K02519g, CAGL0K02541g	228010	228069	1	228010	228069
chr0G	941236	941295	+	CAGL0G09845g	941236	941295	1	941236	941295
chr0L	945427	945486	+	CAGL0L08646g	945427	945486	1	945427	945486
chr0M	1017592	1017651	+	CAGL0M10175g	1017592	1017651	1	1017592	1017651
chr0H	599577	599636	+	CAGL0H06149g	599577	599636	1	599577	599636
chr0L	281503	281562	+	CAGL0L02453g, CAGL0L02475g	281503	281562	1	281503	281562
chr0F	703574	703633	+	CAGL0F07183g, CAGL0F07205r	703574	703633	1	703574	703633
chr0J	473701	473760	+	CAGL0J04972g	473701	473760	1	473701	473760
chr0C	540655	540714	+	CAGL0C05599g	540655	540714	1	540655	540714
chr0D	255432	255491	+	CAGL0D02486g	255432	255491	1	255432	255491
chr0M	1177125	1177184	+	CAGL0M11836g, CAGL0M11858g	1177125	1177184	1	1177125	1177184
chr0F	549614	549673	+	CAGL0F05401g	549614	549673	1	549614	549673
chr0M	1182648	1182707	+	CAGL0M11924g	1182648	1182707	1	1182648	1182707
chr0J	17429	17488	+	CAGL0J00253g, CAGL0J00275g	17429	17488	1	17429	17488
chr0K	915855	915914	+	CAGL0K09284g	915855	915914	1	915855	915914
chr0G	698873	698932	+	CAGL0G07381g	698873	698932	1	698873	698932
chr0H	111905	111964	+	CAGL0H01199g	111905	111964	1	111905	111964
chr0L	382289	382348	+	CAGL0L03355g	382289	382348	1	382289	382348
chr0B	155682	155741	+	CAGL0B01683g	155682	155741	1	155682	155741
chr0H	1005390	1005449	+	CAGL0H10296g	1005390	1005449	1	1005390	1005449
chr0F	900214	900273	+	CAGL0F09097g	900214	900273	1	900214	900273
chr0G	78945	79004	+	CAGL0G00902g	78945	79004	1	78945	79004
chr0E	51157	51216	+	CAGL0E00561g	51157	51216	1	51157	51216
chr0J	1112344	1112403	+	CAGL0J11484g	1112344	1112403	1	1112344	1112403
chr0D	223851	223910	+	CAGL0D02178g	223851	223910	1	223851	223910
chr0L	1032281	1032340	+	CAGL0L09625g	1032281	1032340	1	1032281	1032340
chr0F	317131	317190	+	CAGL0F03245g	317131	317190	1	317131	317190
chr0I	74655	74714	+	CAGL0I00902g, CAGL0I00924g	74655	74714	1	74655	74714
chr0H	37697	37756	+	CAGL0H00396g	37697	37756	1	37697	37756
chr0M	1294908	1294967	+	CAGL0M13189g	1294908	1294967	1	1294908	1294967
chr0L	472383	472442	+	CAGL0L04026g	472383	472442	1	472383	472442
chr0J	808338	808397	+	CAGL0J08206g	808338	808397	1	808338	808397
chr0B	201758	201817	+	CAGL0B02167g	201758	201817	1	201758	201817
chr0M	1274004	1274063	+	CAGL0M12903g	1274004	1274063	1	1274004	1274063
chr0F	711192	711251	+	CAGL0F07293g	711192	711251	1	711192	711251
chr0F	242685	242744	+	CAGL0F02497g	242685	242744	1	242685	242744
chr0I	918434	918493	+	CAGL0I09614g	918434	918493	1	918434	918493
chr0I	903568	903627	+	CAGL0I09416g	903568	903627	1	903568	903627
chr0M	979679	979738	+	CAGL0M09889g, CAGL0M09911g	979679	979738	1	979679	979738
chr0E	584830	584889	+	CAGL0E05896g	584830	584889	1	584830	584889
chr0A	286364	286423	+	CAGL0A02706g	286364	286423	1	286364	286423
chr0A	372497	372556	+	CAGL0A03674g, CAGL0A03696g	372497	372556	1	372497	372556
chr0K	741859	741918	+	CAGL0K07502g	741859	741918	1	741859	741918
chr0L	1352906	1352965	+	CAGL0L12584g, CAGL0L12606g	1352906	1352965	1	1352906	1352965
chr0J	136583	136642	+	CAGL0J01463g	136583	136642	1	136583	136642
chr0A	210185	210244	+	CAGL0A02024g, CAGL0A02046g	210185	210244	1	210185	210244
chr0A	338335	338394	+	CAGL0A03344g, CAGL0A03366g	338335	338394	1	338335	338394
chr0E	273692	273751	+	CAGL0E02893g	273692	273751	1	273692	273751
chr0H	985812	985871	+	CAGL0H10098g	985812	985871	1	985812	985871
chr0H	140792	140851	+	CAGL0H01441g	140792	140851	1	140792	140851
chr0D	471716	471775	+	CAGL0D04840g	471716	471775	1	471716	471775
chr0I	229305	229364	+	CAGL0I02552g	229305	229364	1	229305	229364
chr0F	74186	74245	+	CAGL0F00671g	74186	74245	1	74186	74245
chr0A	453034	453093	+	CAGL0A04653g	453034	453093	1	453034	453093
chr0I	697741	697800	+	CAGL0I07227g, CAGL0I07249g	697741	697800	1	697741	697800
chr0D	224740	224799	+	CAGL0D02178g, CAGL0D02200g	224740	224799	1	224740	224799
chr0G	302438	302497	+	CAGL0G03223g	302438	302497	1	302438	302497
chr0J	353437	353496	+	CAGL0J03696g, CAGL0J03718g	353437	353496	1	353437	353496
chr0I	749973	750032	+	CAGL0I07777g, CAGL0I07799g	749973	750032	1	749973	750032
chr0G	542698	542757	+	CAGL0G05698g	542698	542757	1	542698	542757
chr0I	260619	260678	+	CAGL0I02970g	260619	260678	1	260619	260678
chr0B	445888	445947	+	CAGL0B04587g	445888	445947	1	445888	445947
chr0B	179464	179523	+	CAGL0B01947g	179464	179523	1	179464	179523
chr0I	516571	516630	+	CAGL0I05434g	516571	516630	1	516571	516630
chr0A	23410	23469	+	CAGL0A00209g	23410	23469	1	23410	23469
chr0H	298880	298939	+	CAGL0H03179g	298880	298939	1	298880	298939
chr0E	48972	49031	+	CAGL0E00539g	48972	49031	1	48972	49031
chr0I	187970	188029	+	CAGL0I02156g, CAGL0I02178g	187970	188029	1	187970	188029
chr0L	63338	63397	+	CAGL0L00561g	63338	63397	1	63338	63397
chr0I	601815	601874	+	CAGL0I06248g	601815	601874	1	601815	601874
chr0A	449828	449887	+	CAGL0A04587g	449828	449887	1	449828	449887
chr0D	288960	289019	+	CAGL0D02750g	288960	289019	1	288960	289019
chr0F	840879	840938	+	CAGL0F08415g	840879	840938	1	840879	840938
chr0H	86987	87046	+	CAGL0H00891g	86987	87046	1	86987	87046
chr0E	493199	493258	+	CAGL0E05060g	493199	493258	1	493199	493258
chr0M	126962	127021	+	CAGL0M01144g	126962	127021	1	126962	127021
chr0H	980794	980853	+	CAGL0H10054g, CAGL0H10076g	980794	980853	1	980794	980853
chr0C	5397	5456	+	CAGL0C00110g, CAGL0C00209g	5397	5456	1	5397	5456
chr0J	509976	510035	+	CAGL0J05324g, CAGL0J05346g	509976	510035	1	509976	510035
chr0B	301241	301300	+	CAGL0B03047g, CAGL0B03069g	301241	301300	1	301241	301300
chr0H	143688	143747	+	CAGL0H01463g	143688	143747	1	143688	143747
chr0D	59738	59797	+	CAGL0D00484g	59738	59797	1	59738	59797
chr0D	103455	103514	+	CAGL0D00858g, CAGL0D00880g	103455	103514	1	103455	103514
chr0I	354005	354064	+	CAGL0I04026g, CAGL0I04048g	354005	354064	1	354005	354064
chr0J	600747	600806	+	CAGL0J06314g, CAGL0J06336g	600747	600806	1	600747	600806
chr0B	378505	378564	+	CAGL0B03817g	378505	378564	1	378505	378564
chr0G	535262	535321	+	CAGL0G05610g, CAGL0G05632g	535262	535321	1	535262	535321
chr0L	450174	450233	+	CAGL0L03916g	450174	450233	1	450174	450233
chr0H	195143	195202	+	CAGL0H02145g, CAGL0H02167g	195143	195202	1	195143	195202
chr0F	827769	827828	+	CAGL0F08305g	827769	827828	1	827769	827828
chr0I	405580	405639	+	CAGL0I04532g	405580	405639	1	405580	405639
chr0L	552271	552330	+	CAGL0L04818g, CAGL0L04840g	552271	552330	1	552271	552330
chr0J	30761	30820	+	CAGL0J00385g, CAGL0J00407g	30761	30820	1	30761	30820
chr0I	473839	473898	+	CAGL0I05082g	473839	473898	1	473839	473898
chr0A	425000	425059	+	CAGL0A04323g	425000	425059	1	425000	425059
chr0L	927116	927175	+	CAGL0L08448g, CAGL0L08470g	927116	927175	1	927116	927175
chr0M	522776	522835	+	CAGL0M04807g, CAGL0M04829g	522776	522835	1	522776	522835
chr0L	1333407	1333466	+	CAGL0L12342g	1333407	1333466	1	1333407	1333466
chr0M	369732	369791	+	CAGL0M03223g	369732	369791	1	369732	369791
chr0L	1126557	1126616	+	CAGL0L10560g	1126557	1126616	1	1126557	1126616
chr0M	1357177	1357236	+	CAGL0M13805g	1357177	1357236	1	1357177	1357236
chr0G	411414	411473	+	CAGL0G04345g, CAGL0G04367g	411414	411473	1	411414	411473
chr0M	585445	585504	+	CAGL0M05489g	585445	585504	1	585445	585504
chr0K	538566	538625	+	CAGL0K05489g	538566	538625	1	538566	538625
