Candida albicans SC5314	Candida albicans WO-1	Candida dubliniensis CD36 	Candida tropicalis MYA-3404	Candida parapsilosis CDC317	Candida orthopsilosis Co 90-125	Lodderomyces elongisporus NRLL YB-4239	Debaryomyces hansenii CBS767	Pichia stipitis Pignal	Candida tenuis NRRL Y-1498	Spathaspora passalidarum NRRL Y-27907	Candida guilliermondii ATCC 6260	Candida lusitaniae ATCC 42720	Saccharomyces cerevisiae S288C	Candida glabrata CBS138
orf19.6109	CAWG_01360	CD36_00070	---	CPAR2_109520	CORT0B10590	LELG_01447	DEHA2A13420g	PICST_63551	CANTEDRAFT_122819	SPAPADRAFT_57666	PGUG_01096	CLUG_03455	YCR084C	CAGL0E00561g
orf19.3291	CAWG_01271	CD36_00970	CTRG_04404	CPAR2_110080	CORT0B11190	LELG_05598	DEHA2B00924g	PICST_51802	CANTEDRAFT_115202	SPAPADRAFT_57792	PGUG_00048	CLUG_00020	YBR034C	CAGL0I04730g
orf19.6650	CAWG_01885	CD36_30990	CTRG_00593	CPAR2_204660	CORT0D04770	LELG_03235	DEHA2G23760g	PICST_42758	CANTEDRAFT_104939	SPAPADRAFT_135108	PGUG_04090	CLUG_02464	---	
orf19.6649	CAWG_01886	CD36_31000	CTRG_00594	CPAR2_204670	CORT0D04780	LELG_03234	DEHA2G23738g	PICST_40669	CANTEDRAFT_131704	SPAPADRAFT_59552	PGUG_04089	CLUG_02465	YGR246C	CAGL0F08151g
orf19.6648	CAWG_01887	CD36_31020	CTRG_00595	CPAR2_204680	CORT0D04790	LELG_03233	DEHA2G23716g	PICST_82093	CANTEDRAFT_126155	SPAPADRAFT_148580	PGUG_04088	CLUG_02467.1	YGR245C	CAGL0F08129g
orf19.2445	CAWG_00807	CD36_05670	CTRG_00234	CPAR2_301120	CORT0H01140	LELG_05497	DEHA2F00198g	PICST_39044	CANTEDRAFT_128847	---	PGUG_04944	---	---	
orf19.6645	CAWG_01888	CD36_31040	CTRG_00596	CPAR2_204690	CORT0D04800	LELG_03232	DEHA2G23694g	PICST_66957	CANTEDRAFT_115813	SPAPADRAFT_49202	PGUG_04087	CLUG_02468	YDR174W	CAGL0E00737g
orf19.6644	CAWG_01889	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.6643	CAWG_01890	CD36_31050	CTRG_00597	CPAR2_204700	CORT0D04810	LELG_03231	DEHA2G23672g	PICST_65214	CANTEDRAFT_136284	SPAPADRAFT_59550	PGUG_04086	CLUG_02469	YOR221C	CAGL0J04136g
orf19.6642	CAWG_01891	CD36_31060	CTRG_00598	CPAR2_205390	CORT0D05510	LELG_03144	DEHA2E21978g	PICST_70293	CANTEDRAFT_115159	SPAPADRAFT_59520	PGUG_01614	CLUG_00742	YNL263C	CAGL0J08052g
orf19.6641	CAWG_01892	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.6640	CAWG_01893	CD36_31110	CTRG_00649	CPAR2_205380	CORT0D05500	LELG_03161	DEHA2E21956g	PICST_41330	CANTEDRAFT_115161	SPAPADRAFT_59519	PGUG_01615	CLUG_00741	YBR126C	CAGL0J09812g
orf19.6639	CAWG_01894	CD36_31120	CTRG_00648	CPAR2_205370	CORT0D05490	LELG_03162	DEHA2E21934g	PICST_42172	CANTEDRAFT_94588	SPAPADRAFT_49170	PGUG_01616	CLUG_00740	YPR083W	CAGL0K07876g
orf19.6638	CAWG_01895	CD36_31140	CTRG_00647	CPAR2_205360	CORT0D05480	LELG_03163	DEHA2E21912g	PICST_36779	CANTEDRAFT_124720	SPAPADRAFT_59517	PGUG_01617	CLUG_00739	YBR125C	CAGL0J09834g
orf19.6637	CAWG_01896	CD36_31150	CTRG_00646	CPAR2_205350	CORT0D05470	LELG_03164	DEHA2E21890g	PICST_33021	CANTEDRAFT_112958	SPAPADRAFT_59516	PGUG_01618	CLUG_00738	---	
orf19.6636	CAWG_01897	CD36_31160	CTRG_00645	CPAR2_702430	CORT0G02610	LELG_05065	---	PICST_6302	CANTEDRAFT_112957	---	PGUG_01619	CLUG_00737	YPR084W	CAGL0K07898g
orf19.2444	CAWG_00806	CD36_05680	CTRG_04254	CPAR2_212710	CORT0A12010	LELG_01050	DEHA2C08360g	PICST_68970	CANTEDRAFT_114692	SPAPADRAFT_58500	PGUG_04156	CLUG_03736	YHR142W	CAGL0G05918g
orf19.6635	CAWG_01898	CD36_31170	CTRG_00644	CPAR2_205340	CORT0D05460	LELG_03165	DEHA2E21868g	PICST_33019	CANTEDRAFT_133521	SPAPADRAFT_148495	PGUG_01620	CLUG_00736	---	
orf19.6634	CAWG_01899	CD36_31180	CTRG_00643	CPAR2_205330	CORT0D05450	LELG_03166	DEHA2E21846g	PICST_48891	CANTEDRAFT_112955	SPAPADRAFT_59513	PGUG_01621	CLUG_00735	YBR127C	CAGL0C00649g
orf19.6632	CAWG_01900	CD36_31190	CTRG_00642	CPAR2_205320	CORT0D05440	LELG_03167	DEHA2E21824g	PICST_90724	CANTEDRAFT_102045	SPAPADRAFT_133954	PGUG_01622	CLUG_00734	YJL200C	CAGL0F02431g
orf19.6630	CAWG_01901	CD36_31210	CTRG_00641	CPAR2_205310	CORT0D05430	LELG_03168	DEHA2E20372g	PICST_48963	CANTEDRAFT_112373	SPAPADRAFT_59512	PGUG_05060	CLUG_05400	YLR104W	CAGL0M11572g
orf19.6629	CAWG_01902	CD36_31220	CTRG_00640	CPAR2_206050	CORT0D06190	LELG_03129	DEHA2E20284g	PICST_33012	CANTEDRAFT_112374	SPAPADRAFT_59511	PGUG_05063	CLUG_05401	YER019W	CAGL0E06556g
orf19.6628	CAWG_01903	CD36_31230	CTRG_00639	CPAR2_206070	CORT0D06210	LELG_03130	DEHA2E20262g	PICST_33011	CANTEDRAFT_100837	SPAPADRAFT_65264	PGUG_05064	CLUG_05402	---	
orf19.6627	CAWG_01904	CD36_31240	CTRG_00637	CPAR2_206170	CORT0D06300	LELG_03139	DEHA2E20218g	PICST_84758	CANTEDRAFT_119572	SPAPADRAFT_135571	PGUG_05065	CLUG_05405	---	
orf19.6626	CAWG_01905	CD36_31250	CTRG_00636	---	---	---	---	---	---	---	---	---	---	
orf19.6625	CAWG_01906	CD36_31260	CTRG_00635	CPAR2_206160	CORT0D06290	LELG_03138	DEHA2E14784g	PICST_26987	CANTEDRAFT_114508	SPAPADRAFT_59507	PGUG_05649	CLUG_03436	YNL246W	CAGL0J07722g
orf19.6624	CAWG_01907	CD36_31270	CTRG_00634	CPAR2_206150	CORT0D06280	LELG_03137	DEHA2E19338g	PICST_90139	CANTEDRAFT_94053	SPAPADRAFT_135310	PGUG_03418	CLUG_04935	YJL044C	CAGL0J00825g
orf19.2443	CAWG_00805	CD36_05690	CTRG_04265	CPAR2_103830	CORT0B05030	LELG_01972	DEHA2C08382g	PICST_66353	CANTEDRAFT_135199	SPAPADRAFT_53583	PGUG_04157	CLUG_03735	YBR260C	CAGL0I09218g
orf19.6623	CAWG_01908	CD36_31290	CTRG_00693	CPAR2_206140	CORT0D06270	LELG_03135	DEHA2E19360g	PICST_62378	CANTEDRAFT_105203	SPAPADRAFT_135141	PGUG_03419	CLUG_04937	YKL160W	CAGL0E06270g
orf19.6621	CAWG_01909	CD36_31300	CTRG_00694	CPAR2_206130	CORT0D06260	LELG_03134	DEHA2E19382g	PICST_68148	CANTEDRAFT_121776	SPAPADRAFT_148469	PGUG_03420	CLUG_04938	YJL042W	CAGL0J00803g
orf19.460	CAWG_01910	CD36_31320	CTRG_00659	CPAR2_205170	CORT0D05290	LELG_03183	DEHA2E20086g	PICST_33003	CANTEDRAFT_102580	SPAPADRAFT_148465	---	CLUG_05410	---	
orf19.459	CAWG_01911	CD36_31330	CTRG_00658	CPAR2_205160	CORT0D05280	LELG_03184	DEHA2G10472g	PICST_33002	CANTEDRAFT_110647	SPAPADRAFT_54277	PGUG_04776	CLUG_03607	YCR011C	CAGL0L07744g
orf19.458.1	---	---	---	CPAR2_205150	CORT0D05270	---	DEHA2G10538g	---	---	---	---	---	---	
orf19.458	CAWG_01912	CD36_31350	CTRG_00657	CPAR2_205140	CORT0D05260	LELG_03185	DEHA2G10516g	PICST_47614	CANTEDRAFT_111981	SPAPADRAFT_59502	PGUG_04778	CLUG_03609	YDR375C	CAGL0A02992g
orf19.457	CAWG_01913	CD36_31360	CTRG_00656	CPAR2_205130	CORT0D05250	LELG_03186	DEHA2G10494g	PICST_48002	CANTEDRAFT_111339	SPAPADRAFT_134218	PGUG_04777	CLUG_03608	YOR124C	CAGL0K10252g
orf19.454	CAWG_01914	CD36_31370	CTRG_00655	CPAR2_205120	CORT0D05240	LELG_03188	DEHA2G10560g	PICST_68146	CANTEDRAFT_132848	SPAPADRAFT_59501	PGUG_04779	CLUG_03610	YOR140W	CAGL0I07183g
orf19.451	CAWG_01915	CD36_31410	CTRG_00654	CPAR2_205110	CORT0D05230	LELG_03190	DEHA2G10604g	PICST_84858	CANTEDRAFT_112303	SPAPADRAFT_134029	PGUG_04780	CLUG_03612	YDR006C	CAGL0H09812g
orf19.3848	CAWG_01916	CD36_31420	CTRG_00653	CPAR2_205100	CORT0D05220	LELG_03191	DEHA2G10648g	PICST_32997	---	SPAPADRAFT_65251	PGUG_04782	CLUG_03614	---	
orf19.2442	CAWG_00804	CD36_05700	CTRG_04266	CPAR2_103820	CORT0B05020	LELG_01973	DEHA2C08404g	PICST_27132	CANTEDRAFT_135198	SPAPADRAFT_53584	PGUG_04158	CLUG_03734	YBR258C	CAGL0I09174g
orf19.3851	CAWG_01917	CD36_31450	---	---	CORT0D05210	---	---	---	---	SPAPADRAFT_59497	---	CLUG_03613	---	
orf19.3852	CAWG_01918	CD36_31460	CTRG_00652	CPAR2_205080	CORT0D05200	LELG_03192	DEHA2G10670g	---	---	---	PGUG_04783	---	---	
orf19.3854	CAWG_01919	CD36_31490	CTRG_00651	CPAR2_205070	CORT0D05190	LELG_03194	DEHA2G10692g	PICST_73399	CANTEDRAFT_100960	SPAPADRAFT_134031	PGUG_04784	CLUG_05340	YCR008W	CAGL0L07810g
orf19.3856	CAWG_01920	CD36_31500	CTRG_00650	CPAR2_205060	CORT0D05170	LELG_03195	DEHA2G10714g	PICST_90135	CANTEDRAFT_112302	SPAPADRAFT_59489	PGUG_04785	CLUG_05341	YBR160W	CAGL0H07535g
orf19.3858	CAWG_01921	CD36_31520	CTRG_00619	CPAR2_205040	CORT0D05150	LELG_03197	DEHA2G10758g	PICST_32992	CANTEDRAFT_112301	SPAPADRAFT_49143	PGUG_04786	CLUG_05343	---	
orf19.3859	CAWG_01922	CD36_31530	CTRG_00620	CPAR2_205030	CORT0D05140	LELG_03198	DEHA2G10780g	PICST_79198	CANTEDRAFT_112300	SPAPADRAFT_59486	PGUG_04787	CLUG_05344	YBR159W	CAGL0H07513g
orf19.3861	CAWG_01923	CD36_31550	CTRG_00621	CPAR2_205020	CORT0D05130	LELG_03199	DEHA2G10802g	PICST_84519	CANTEDRAFT_112299	SPAPADRAFT_59485	PGUG_04789	CLUG_05345	YNL007C	CAGL0H03707g
orf19.3862	CAWG_01924	CD36_31570	CTRG_00622	CPAR2_205010	CORT0D05120	LELG_03200	DEHA2G10824g	PICST_36759	CANTEDRAFT_112298	SPAPADRAFT_133386	PGUG_04790	CLUG_05346	YNL006W	CAGL0H03729g
orf19.3863	CAWG_01925	CD36_31580	CTRG_00623	CPAR2_205000	CORT0D05110	LELG_03201	DEHA2G10846g	PICST_32988	---	SPAPADRAFT_65242	PGUG_04791	---	---	
orf19.3865	CAWG_01926	CD36_31600	CTRG_00624	CPAR2_204990	CORT0D05100	LELG_03203	DEHA2G10868g	PICST_78645	---	SPAPADRAFT_70246	PGUG_04792	CLUG_05348	YLR176C	CAGL0B04895g
orf19.2440	CAWG_00803	CD36_05710	CTRG_04267	CPAR2_103810	CORT0B05010	LELG_01974	DEHA2C08426g	PICST_80515	CANTEDRAFT_94135	SPAPADRAFT_132641	PGUG_04159	CLUG_03733	YJL047C	CAGL0J04862g
orf19.3867	CAWG_01927	CD36_31630	CTRG_00625	CPAR2_204980	CORT0D05090	LELG_03204	DEHA2G10890g	PICST_62698	CANTEDRAFT_112295	SPAPADRAFT_59481	PGUG_04793	CLUG_05349	YNL002C	CAGL0H03773g
orf19.3868	CAWG_01928	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.3869	CAWG_01929	CD36_31660	CTRG_00626	CPAR2_204970	CORT0D05080	LELG_03206	DEHA2F13354g	---	CANTEDRAFT_104266	---	PGUG_00940	---	---	
orf19.3870	CAWG_01930	CD36_31680	CTRG_00627	CPAR2_204960	CORT0D05070	LELG_03207	DEHA2F13332g	PICST_84718	CANTEDRAFT_113463	SPAPADRAFT_59478	PGUG_00939	CLUG_01147	YLR359W	CAGL0B02794g
orf19.3871	CAWG_01931	CD36_31690	CTRG_00628	CPAR2_204910	CORT0D05020	LELG_03212	DEHA2F13310g	PICST_32984	CANTEDRAFT_113462	SPAPADRAFT_59477	PGUG_00938	CLUG_01146	YBR233W-A	CAGL0K07111g
orf19.3872	CAWG_01932	CD36_31700	CTRG_00629	CPAR2_204920	CORT0D05030	LELG_03211	DEHA2F13288g	PICST_78999	CANTEDRAFT_113460	SPAPADRAFT_59476	PGUG_00937	CLUG_01145	YGR026W	CAGL0J00187g
orf19.3873	CAWG_01933	CD36_31710	CTRG_00630	CPAR2_204930	CORT0D05040	LELG_03210	DEHA2F13266g	PICST_62437	CANTEDRAFT_113459	SPAPADRAFT_59474	PGUG_00936	CLUG_01144	YBR234C	CAGL0K07095g
orf19.3874	CAWG_01934	CD36_31720	CTRG_00631	CPAR2_204940	CORT0D05050	LELG_03209	DEHA2F13244g	PICST_61569	---	SPAPADRAFT_70240	PGUG_00935	CLUG_01143	---	
orf19.3876	CAWG_01935	CD36_31730	CTRG_00632	CPAR2_204950	CORT0D05060	LELG_03208	DEHA2F13222g	PICST_47947	CANTEDRAFT_127572	SPAPADRAFT_134248	PGUG_00929	CLUG_01142	---	
orf19.3877	CAWG_01936	CD36_73360	---	---	---	---	---	---	---	---	---	---	---	
orf19.2439.1	CAWG_00802	CD36_05720	CTRG_04268	CPAR2_103800	CORT0B05000	---	DEHA2C08448g	PICST_52082	CANTEDRAFT_114685	SPAPADRAFT_146373	---	---	YHR001W-A	CAGL0K02893g
orf19.3878	---	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.3879	CAWG_01937	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.3879.1	---	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.3881	CAWG_01938	CD36_31790	CTRG_00599	CPAR2_204900	CORT0D05010	LELG_03213	DEHA2F13200g	PICST_32979	CANTEDRAFT_136864	SPAPADRAFT_49125	PGUG_00928	CLUG_01141	---	
orf19.3884	CAWG_01939	CD36_31850	CTRG_00600	CPAR2_204890	CORT0D05000	---	DEHA2F13178g	PICST_32978	---	SPAPADRAFT_59467	PGUG_00927	CLUG_01140	---	
orf19.3885	CAWG_01940	CD36_31810	CTRG_00604	---	---	---	---	PICST_48184	CANTEDRAFT_115847	SPAPADRAFT_59386	PGUG_05575	CLUG_00631	---	
orf19.3886	CAWG_01941	CD36_31820	CTRG_00603	CPAR2_205050	CORT0D05160	---	DEHA2G10736g	PICST_32993	---	---	---	CLUG_05342	---	
orf19.3887	CAWG_01942	CD36_31830	CTRG_00602	CPAR2_204870	CORT0D04980	LELG_03216	DEHA2F13134g	PICST_9444	CANTEDRAFT_115607	SPAPADRAFT_59464	PGUG_00925	CLUG_01138	YML108W	CAGL0J06666g
orf19.3888	CAWG_01943	CD36_31840	CTRG_00601	CPAR2_204880	CORT0D04990	LELG_03215	DEHA2F13156g	PICST_84923	CANTEDRAFT_125708	SPAPADRAFT_59465	PGUG_00926	CLUG_01139	YBR196C	CAGL0H05445g
orf19.3888.2	CAWG_01944	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.6047	CAWG_01314	CD36_00520	CTRG_04369.1	CPAR2_110470	CORT0B11570	LELG_05799	DEHA2D08954g	PICST_65888	CANTEDRAFT_125078	SPAPADRAFT_57846	PGUG_04729	CLUG_04475	YOR187W	CAGL0G09581g
orf19.2439	CAWG_00801	CD36_05730	CTRG_04269	CPAR2_103790	CORT0B04990	LELG_01975	DEHA2C08470g	PICST_80821	CANTEDRAFT_114680	SPAPADRAFT_58508	PGUG_04160	CLUG_03732	---	
orf19.727	CAWG_01945	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.726	CAWG_01946	CD36_31870	CTRG_00606	CPAR2_702210	CORT0G02360	LELG_03078	DEHA2E06050g	PICST_61419	CANTEDRAFT_107158	SPAPADRAFT_59387	PGUG_05574	CLUG_00630	YML016C	CAGL0H04851g
orf19.725	CAWG_01947	CD36_31880	CTRG_00607	CPAR2_702220	CORT0G02350	LELG_03077	DEHA2E06028g	PICST_32931	CANTEDRAFT_115848	SPAPADRAFT_68679	PGUG_05573	CLUG_00629	---	
orf19.723	CAWG_01948	CD36_31890	CTRG_00608	CPAR2_205990	CORT0D06130	LELG_03123	DEHA2E05984g	PICST_68117	CANTEDRAFT_95274	SPAPADRAFT_59388	PGUG_05571	CLUG_00627	YPL230W	CAGL0L00583g
orf19.721	CAWG_01949	CD36_31920	CTRG_00609	CPAR2_805690	CORT0H02020	LELG_04926	DEHA2E01892g	PICST_33311	CANTEDRAFT_118501	SPAPADRAFT_147029	PGUG_00088	CLUG_02308	YLL035W	CAGL0D02816g
orf19.720	CAWG_01950	CD36_31940	CTRG_00610	CPAR2_204620	CORT0D04730	LELG_03239	---	---	---	---	---	---	---	
orf19.719	CAWG_01951	CD36_31960	CTRG_00611	CPAR2_203020	CORT0D03100	LELG_03432	DEHA2E05852g	PICST_84817	CANTEDRAFT_115423	SPAPADRAFT_49074	PGUG_05567	CLUG_00621	YOL013C	CAGL0E02299g
orf19.718	CAWG_01952	CD36_31980	CTRG_00612	CPAR2_203030	CORT0D03110	LELG_03430	DEHA2E05830g	PICST_32937	CANTEDRAFT_135901	SPAPADRAFT_49075	PGUG_05566	CLUG_00620	YML043C	CAGL0J11792g
orf19.717	CAWG_01953	CD36_31990	CTRG_00613	CPAR2_203040	CORT0D03130	LELG_03429	DEHA2E05808g	PICST_90190	CANTEDRAFT_115422	SPAPADRAFT_59397	PGUG_05565	CLUG_00619	YLR259C	CAGL0K05973g
orf19.716	CAWG_01954	CD36_32000	CTRG_00614	CPAR2_600590	CORT0H02210	LELG_03272	---	---	CANTEDRAFT_115558	---	---	---	---	
orf19.2438	CAWG_00800	CD36_05740	CTRG_04270	CPAR2_103780	CORT0B04980	LELG_01976	DEHA2C08492g	PICST_86106	CANTEDRAFT_106029	SPAPADRAFT_133056	PGUG_04161	CLUG_03731	YNR036C	CAGL0G07931g
orf19.715	CAWG_01955	CD36_32010	CTRG_00615	CPAR2_600600	CORT0H02200	LELG_03273	DEHA2F27258g	PICST_29857	---	---	PGUG_03586	---	---	
orf19.714	CAWG_01956	CD36_32020	CTRG_00616	CPAR2_202990	CORT0D03070	LELG_03435	DEHA2E05918g	PICST_61694	CANTEDRAFT_115849	SPAPADRAFT_59389	PGUG_05570	CLUG_00625	YLR262C	CAGL0K06017g
orf19.713	CAWG_01957	CD36_32030	CTRG_00617	CPAR2_203000	CORT0D03080	LELG_03434	DEHA2E05896g	PICST_47586	CANTEDRAFT_115425	SPAPADRAFT_59393	PGUG_05569	CLUG_00624	YMR074C	CAGL0K03091g
orf19.712	CAWG_01958	CD36_32050	CTRG_00618	CPAR2_203010	CORT0D03090	LELG_03433	DEHA2E05874g	PICST_73373	CANTEDRAFT_135903	SPAPADRAFT_70205	PGUG_05568	CLUG_00623	YBL063W	
orf19.711	---	CD36_32070	---	---	---	---	---	---	---	---	---	---	---	
orf19.916	CAWG_01959	CD36_32090	CTRG_00688	CPAR2_203880	CORT0D03990	LELG_03270	DEHA2C04950g	PICST_84906	CANTEDRAFT_95703	SPAPADRAFT_59399	PGUG_05102	CLUG_03784	YNL305C	CAGL0M03839g
orf19.915	CAWG_01960	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.693	---	CD36_32120	---	---	---	---	---	---	---	---	---	---	---	
orf19.695	---	CD36_32130	CTRG_00686	CPAR2_204350	CORT0D04440	LELG_03297	DEHA2C09394g	PICST_32944	CANTEDRAFT_136722	SPAPADRAFT_59400	PGUG_03755	CLUG_02540	YOR107W	CAGL0G04763g
orf19.696	CAWG_01961	CD36_32150	CTRG_00685	CPAR2_203060	CORT0D03150	LELG_03426	DEHA2A10736g	PICST_48085	CANTEDRAFT_137362	SPAPADRAFT_133541	PGUG_01971	CLUG_04788	YFL026W	CAGL0K12430g
orf19.2437	CAWG_00799	CD36_05750	CTRG_04271	CPAR2_103770	CORT0B04970	LELG_01977	DEHA2C08514g	PICST_85872	CANTEDRAFT_114678	SPAPADRAFT_58512	PGUG_04162	CLUG_03730	YNR035C	CAGL0G07909g
orf19.697	CAWG_01962	CD36_32160	CTRG_00684	CPAR2_203070	CORT0D03160	LELG_03425	DEHA2A10670g	PICST_32946	CANTEDRAFT_100064	SPAPADRAFT_59401	---	CLUG_00458	YHR017W	CAGL0A02134g
orf19.698	CAWG_01963	CD36_32170	CTRG_00683	CPAR2_203080	CORT0D03170	LELG_03424	DEHA2A10648g	PICST_62788	CANTEDRAFT_128221	SPAPADRAFT_59403	PGUG_01972	CLUG_00459	YIL090W	CAGL0D04202g
orf19.699	CAWG_01964	CD36_32180	CTRG_00682	CPAR2_203090	CORT0D03180	LELG_03423	---	---	---	SPAPADRAFT_59405	---	---	---	
orf19.700	CAWG_01965	CD36_32190	---	CPAR2_203100	CORT0D03190	LELG_03422	DEHA2E18920g	PICST_11143	---	---	PGUG_01226	CLUG_00487	YAL067C	
orf19.701	CAWG_01966	CD36_32200	CTRG_00681	---	---	---	---	---	---	---	---	---	---	
orf19.702	CAWG_01967	CD36_32210	CTRG_00667	CPAR2_204820	CORT0D04930	LELG_03220	DEHA2E21780g	---	CANTEDRAFT_112952	SPAPADRAFT_134155	PGUG_01624	CLUG_00392	YER176W	CAGL0L12034g
orf19.703	CAWG_01968	CD36_32230	CTRG_00666	CPAR2_204810	CORT0D04920	lelo_CGOB_00003	DEHA2G23430g	PICST_54649	CANTEDRAFT_99353	SPAPADRAFT_134037	PGUG_04071	CLUG_02481	YGR247W	CAGL0F08173g
orf19.704	CAWG_01969	CD36_32240	CTRG_00665	CPAR2_204800	CORT0D04910	LELG_03221	DEHA2G23452g	PICST_82104	CANTEDRAFT_115804	SPAPADRAFT_59541	PGUG_04072	CLUG_02480	YHR163W	CAGL0I02200g
orf19.705	CAWG_01970	CD36_32250	CTRG_00664	CPAR2_204790	CORT0D04900	LELG_03222	DEHA2G23474g	PICST_40548	CANTEDRAFT_115805	SPAPADRAFT_133455	PGUG_04073	CLUG_02479	YGR252W	CAGL0F08283g
orf19.706	CAWG_01971	CD36_32260	CTRG_00663	CPAR2_204780	CORT0D04890	LELG_03223	DEHA2G23496g	PICST_70663	CANTEDRAFT_126135	SPAPADRAFT_59543	PGUG_04074	CLUG_02478	YHR170W	CAGL0I02398g
orf19.2436	CAWG_00798	CD36_05760	CTRG_04272	CPAR2_103760	CORT0B04960	LELG_01978	DEHA2D15862g	PICST_37422	CANTEDRAFT_102442	SPAPADRAFT_58513	PGUG_00587	CLUG_02017	YMR216C	CAGL0F03905g
orf19.707	CAWG_01972	CD36_32270	CTRG_00668	CPAR2_204770	CORT0D04880	LELG_03224	DEHA2G23518g	PICST_42095	CANTEDRAFT_115823	SPAPADRAFT_70290	PGUG_04077	CLUG_02477	YHR171W	CAGL0I02420g
orf19.708	CAWG_01973	CD36_32280	CTRG_00669	CPAR2_204760	CORT0D04870	LELG_03225	DEHA2G23540g	PICST_54133	CANTEDRAFT_95247	SPAPADRAFT_54312	PGUG_04078	CLUG_02476	YHR172W	CAGL0I02464g
orf19.709	CAWG_01974	CD36_32290	CTRG_00670	CPAR2_204750	CORT0D04860	LELG_03226	DEHA2G23562g	PICST_87371	CANTEDRAFT_115821	SPAPADRAFT_59544	PGUG_04079	CLUG_02475	YGR253C	CAGL0I02442g
orf19.1860	CAWG_01975	CD36_32310	CTRG_00671	CPAR2_204740	CORT0D04850	LELG_03227	DEHA2G23584g	PICST_66961	CANTEDRAFT_115820	SPAPADRAFT_134214	PGUG_04080	CLUG_02473	YGR244C	CAGL0F08107g
orf19.1857	CAWG_01976	CD36_32320	CTRG_00672	CPAR2_203180	CORT0D03280	LELG_03451	DEHA2A10428g	PICST_47700	CANTEDRAFT_116755	SPAPADRAFT_59421	PGUG_01978	CLUG_04782	---	
orf19.1856	CAWG_01977	CD36_32330	CTRG_00673	CPAR2_203190	CORT0D03290	LELG_03450	DEHA2A10450g	PICST_47597	CANTEDRAFT_111670	SPAPADRAFT_148353	PGUG_01977	CLUG_04783	YIL084C	CAGL0M06699g
orf19.1855	CAWG_01978	---	CTRG_00687	---	---	---	---	PICST_52466	CANTEDRAFT_105251	SPAPADRAFT_58647	---	---	---	
orf19.1854	CAWG_01979	CD36_32340	CTRG_00675	CPAR2_203210	CORT0D03310	LELG_03448	DEHA2A10516g	PICST_90470	CANTEDRAFT_116760	SPAPADRAFT_59417	PGUG_04809	CLUG_01406	YNL030W	CAGL0M06677g
orf19.1853	CAWG_01980	CD36_32350	CTRG_00676	CPAR2_203220	---	LELG_03447	DEHA2A10538g	PICST_73330	CANTEDRAFT_116768	---	PGUG_04810	CLUG_01405	YNL031C	CAGL0M06655g
orf19.1852	CAWG_01981	CD36_32360	CTRG_00677	CPAR2_203230	CORT0D03320	LELG_03445	DEHA2A10560g	PICST_32952	CANTEDRAFT_116772	SPAPADRAFT_133363	PGUG_01975	CLUG_04786	YIL087C	CAGL0M06633g
orf19.2435	CAWG_00797	CD36_05770	CTRG_04273	CPAR2_103750	CORT0B04950	LELG_01979	DEHA2D15840g	PICST_80235	CANTEDRAFT_112794	SPAPADRAFT_58517	PGUG_00586.1	CLUG_02016	YPL106C	
orf19.1850	CAWG_01982	CD36_32370	CTRG_00678	CPAR2_203240	CORT0D03330	LELG_03444	DEHA2A10582g	PICST_61269	CANTEDRAFT_128215	SPAPADRAFT_59413	PGUG_01974	CLUG_04787	YNL032W	CAGL0M06765g
orf19.1849	CAWG_01983	CD36_32380	CTRG_00679	CPAR2_203250	CORT0D03340	LELG_03443	DEHA2A10626g	PICST_84833	CANTEDRAFT_116779	SPAPADRAFT_134197	PGUG_01973	CLUG_00461	YIL091C	CAGL0D04180g
orf19.1848.1	CAWG_01984	CD36_32390	---	CPAR2_203260	CORT0D03350	LELG_03442	DEHA2A10604g	PICST_62576	CANTEDRAFT_116778	SPAPADRAFT_148334	---	---	YNL024C-A	
orf19.1847	CAWG_01985	CD36_32400	CTRG_00680	CPAR2_203270	CORT0D03360	LELG_03441	DEHA2D10120g	PICST_62095	CANTEDRAFT_112609	SPAPADRAFT_49085	PGUG_04681	CLUG_00983	YDR380W	CAGL0A03102g
orf19.1844	CAWG_01986	CD36_32410	CTRG_00661	---	---	---	---	---	---	SPAPADRAFT_58880	---	---	---	
orf19.1843	CAWG_01987	CD36_32420	CTRG_00695	CPAR2_206090	CORT0D06230	LELG_03132	DEHA2E21428g	PICST_29880	CANTEDRAFT_126965	SPAPADRAFT_59537	PGUG_03534	CLUG_04659	YOR002W	CAGL0E02629g
orf19.1842	CAWG_01988	CD36_32430	CTRG_00696	CPAR2_206080	CORT0D06220	LELG_03131	DEHA2E21802g	PICST_65220	CANTEDRAFT_129510	SPAPADRAFT_135010	PGUG_01623	CLUG_00733	YCR038C	CAGL0B01287g
